method,target_id,frame,truth_x_m,truth_y_m,truth_z_m,estimate_x_m,estimate_y_m,error_xy_m,visible
baseline,J01-SW-HIGH,36,0.0788,0.08408510638297871,0.22,-0.024435978302709133,-0.07272869658572464,0.18774513580283445,1
baseline,J01-SW-HIGH,37,0.0788,0.08408510638297871,0.22,-0.05350388030939912,-0.051796443502546925,0.1896526096425156,1
baseline,J01-SW-HIGH,38,0.0788,0.08408510638297871,0.22,-0.08428890776357283,-0.07290604949828529,0.22637185085705885,1
baseline,J01-SW-HIGH,39,0.0788,0.08408510638297871,0.22,0.019788662283648548,0.006224405833044122,0.09769660520816406,1
baseline,J01-SW-HIGH,40,0.0788,0.08408510638297871,0.22,-0.02475704304040461,0.01714190494642248,0.12331039445986522,1
baseline,J01-SW-HIGH,41,0.0788,0.08408510638297871,0.22,-0.05473252092636177,-0.0027358175098785437,0.159275883204453,1
baseline,J01-SW-HIGH,42,0.0788,0.08408510638297871,0.22,-0.0852477253400507,-0.03084050930445734,0.20029866033096916,1
baseline,J01-SW-HIGH,43,0.0788,0.08408510638297871,0.22,-0.05684930742936366,-0.06759250909618687,0.20348669156362933,1
baseline,J01-SW-HIGH,44,0.0788,0.08408510638297871,0.22,-0.03697491764187159,-0.021206492557914906,0.15649329813928817,0
baseline,J01-SW-HIGH,45,0.0788,0.08408510638297871,0.22,-0.028220129186362262,-0.0777687672305997,0.19403603906178324,0
baseline,J01-SW-HIGH,46,0.0788,0.08408510638297871,0.22,-0.01609852005883868,-0.03705836573772522,0.15388784860026333,1
baseline,J01-SW-HIGH,47,0.0788,0.08408510638297871,0.22,-0.019613451238747366,-0.0784266028652563,0.18998753387394704,1
baseline,J01-SW-HIGH,48,0.0788,0.08408510638297871,0.22,-0.055610188704039706,-0.04510788529629335,0.18643210004314176,1
baseline,J01-SW-HIGH,49,0.0788,0.08408510638297871,0.22,-0.01113987204080643,-0.04460421444527768,0.15700357281907484,1
baseline,J01-SW-HIGH,50,0.0788,0.08408510638297871,0.22,-0.040926609761977116,-0.003072800110320982,0.14809105897856062,1
baseline,J01-SW-HIGH,51,0.0788,0.08408510638297871,0.22,-0.03835489763013598,-0.055550967969129686,0.18227315572841543,1
baseline,J01-SW-HIGH,52,0.0788,0.08408510638297871,0.22,-0.06801001610217561,-0.01842951587576079,0.1790598464334567,1
baseline,J01-SW-HIGH,53,0.0788,0.08408510638297871,0.22,-0.025222501417000803,-0.04584027891810386,0.16643703478097865,1
baseline,J01-SW-HIGH,54,0.0788,0.08408510638297871,0.22,-0.06505257245555039,-0.024264104825241276,0.1800919603189516,1
baseline,J01-SW-HIGH,55,0.0788,0.08408510638297871,0.22,-0.03684320183604865,-0.07563873632408842,0.19719294120227784,0
baseline,J01-SW-HIGH,56,0.0788,0.08408510638297871,0.22,-0.061485639009223436,-0.12103691869946741,0.24850574578095735,0
baseline,J01-SW-HIGH,57,0.0788,0.08408510638297871,0.22,-0.011096689543365644,-0.04795200834668068,0.15973482543574993,1
baseline,J01-SW-HIGH,58,0.0788,0.08408510638297871,0.22,-0.03195301192888637,-0.03068270919000578,0.15949257394222036,0
baseline,J01-SW-HIGH,59,0.0788,0.08408510638297871,0.22,0.01907938069415146,-0.015006778067700295,0.11569681903259402,1
baseline,J01-SW-HIGH,60,0.0788,0.08408510638297871,0.22,-0.04524213399507941,-0.07560206089473075,0.20220396237272997,1
baseline,J02-NW-HIGH,1,0.0788,2.9114468085106378,0.22,-0.06740431045755388,2.7776553754961997,0.1981813511519832,1
baseline,J02-NW-HIGH,2,0.0788,2.9114468085106378,0.22,-0.047155795892698145,2.809335714279988,0.16214665609855688,0
baseline,J02-NW-HIGH,3,0.0788,2.9114468085106378,0.22,-0.03428332097018205,2.721893213265417,0.220722456836712,1
baseline,J02-NW-HIGH,4,0.0788,2.9114468085106378,0.22,-0.07310098901957356,2.7496475749709277,0.22192994939656574,1
baseline,J02-NW-HIGH,5,0.0788,2.9114468085106378,0.22,-0.003980873820231781,2.7569263496481438,0.175297590620969,1
baseline,J02-NW-HIGH,6,0.0788,2.9114468085106378,0.22,-0.008478375637248365,2.6920980963352252,0.236074929602634,1
baseline,J02-NW-HIGH,7,0.0788,2.9114468085106378,0.22,-0.022295816789846098,2.7869189263047307,0.1603981222430437,1
baseline,J02-NW-HIGH,8,0.0788,2.9114468085106378,0.22,0.04841209614485806,2.7773800251042013,0.13746754931131086,1
baseline,J02-NW-HIGH,9,0.0788,2.9114468085106378,0.22,-0.06504611413354067,2.775693715395121,0.19778929910829302,1
baseline,J02-NW-HIGH,10,0.0788,2.9114468085106378,0.22,-0.07674392392931267,2.7861997708666073,0.19970160918213198,1
baseline,J02-NW-HIGH,11,0.0788,2.9114468085106378,0.22,-0.056526560470505374,2.755433757689947,0.2065268747527954,1
baseline,J02-NW-HIGH,12,0.0788,2.9114468085106378,0.22,-0.04985044340367535,2.8161135911639508,0.16012294937838528,1
baseline,J02-NW-HIGH,13,0.0788,2.9114468085106378,0.22,-0.04282749206005228,2.775331241156516,0.18253956968545892,1
baseline,J02-NW-HIGH,14,0.0788,2.9114468085106378,0.22,0.010078729270215747,2.808173481672179,0.12404834979555114,1
baseline,J02-NW-HIGH,15,0.0788,2.9114468085106378,0.22,-0.034144687987183286,2.7711538381470775,0.18010724604510775,1
baseline,J02-NW-HIGH,16,0.0788,2.9114468085106378,0.22,-0.04528893911739994,2.7284322114781596,0.22111627605909553,1
baseline,J02-NW-HIGH,17,0.0788,2.9114468085106378,0.22,-0.040590165552189625,2.7861730401012434,0.17305354281860225,0
baseline,J02-NW-HIGH,18,0.0788,2.9114468085106378,0.22,-0.08662361626232146,2.8792978235124957,0.1685186341438671,0
baseline,J02-NW-HIGH,19,0.0788,2.9114468085106378,0.22,-0.055529669196108855,2.800343013491212,0.17432301424096194,1
baseline,J02-NW-HIGH,20,0.0788,2.9114468085106378,0.22,-0.07314284112263265,2.798134159605051,0.18954256347960038,1
baseline,J02-NW-HIGH,21,0.0788,2.9114468085106378,0.22,-0.011202717744527146,2.7769090603847606,0.16186690480818797,1
baseline,J02-NW-HIGH,22,0.0788,2.9114468085106378,0.22,-0.09067847521029561,2.748435899661713,0.23514997334330973,1
baseline,J02-NW-HIGH,23,0.0788,2.9114468085106378,0.22,-0.05029826942820398,2.828473308547449,0.1534632362016988,1
baseline,J02-NW-HIGH,24,0.0788,2.9114468085106378,0.22,0.01747598021053949,2.753460804394137,0.169470389448532,1
baseline,J02-NW-HIGH,25,0.0788,2.9114468085106378,0.22,-0.0745525476363818,2.8346556179460243,0.17150478365019306,1
baseline,J02-NW-HIGH,26,0.0788,2.9114468085106378,0.22,0.0023102317461675542,2.761663888756073,0.1681832562942201,1
baseline,J02-NW-HIGH,27,0.0788,2.9114468085106378,0.22,-0.0723066126852524,2.755537123194549,0.2171198709758567,1
baseline,J02-NW-HIGH,28,0.0788,2.9114468085106378,0.22,-0.05651661660864311,2.767016550711348,0.1979158561065278,1
baseline,J02-NW-HIGH,29,0.0788,2.9114468085106378,0.22,0.010171739566272958,2.7869283493846266,0.1421783555724132,1
baseline,J02-NW-HIGH,30,0.0788,2.9114468085106378,0.22,-0.10768287565178085,2.7472692921371693,0.24845546843230892,0
baseline,J02-NW-HIGH,31,0.0788,2.9114468085106378,0.22,-0.022978457519821756,2.818170549675979,0.1380554775345928,1
baseline,J02-NW-HIGH,32,0.0788,2.9114468085106378,0.22,-0.0803904616549033,2.7493203894149207,0.22721482973323134,0
baseline,J02-NW-HIGH,33,0.0788,2.9114468085106378,0.22,-0.07372541855377948,2.8030587989378364,0.18711484153898456,0
baseline,J02-NW-HIGH,34,0.0788,2.9114468085106378,0.22,-0.054296161125157436,2.787124044517177,0.1821283551598367,1
baseline,J02-NW-HIGH,35,0.0788,2.9114468085106378,0.22,-0.05682505225251702,2.7420989850205144,0.21696276205685608,1
baseline,J02-NW-HIGH,36,0.0788,2.9114468085106378,0.22,-0.034923219441065245,2.858410459510784,0.12548236910130023,1
baseline,J02-NW-HIGH,37,0.0788,2.9114468085106378,0.22,-0.061772357170621246,2.8648234356606213,0.14810241894181325,1
baseline,J02-NW-HIGH,38,0.0788,2.9114468085106378,0.22,-0.10152144841310386,2.767359470574379,0.23081807925584452,1
baseline,J02-NW-HIGH,39,0.0788,2.9114468085106378,0.22,-0.03774008743456274,2.784669504777223,0.17220359090672288,1
baseline,J02-NW-HIGH,40,0.0788,2.9114468085106378,0.22,-0.07872782413341299,2.8220910470983576,0.1811062325646907,1
baseline,J02-NW-HIGH,41,0.0788,2.9114468085106378,0.22,-0.031232367643934403,2.7972173652483474,0.1586048159336366,0
baseline,J02-NW-HIGH,42,0.0788,2.9114468085106378,0.22,-0.07693621316951248,2.71940743074696,0.2472506637083922,1
baseline,J02-NW-HIGH,43,0.0788,2.9114468085106378,0.22,-0.034991952315991996,2.7243867332201646,0.21895223264347521,1
baseline,J02-NW-HIGH,44,0.0788,2.9114468085106378,0.22,-0.06384205820595944,2.810304958919548,0.1748611749587052,0
baseline,J02-NW-HIGH,45,0.0788,2.9114468085106378,0.22,-0.045253080002216506,2.8385322475742405,0.1438947526999644,1
baseline,J02-NW-HIGH,46,0.0788,2.9114468085106378,0.22,-0.0011818170622674429,2.728277852200648,0.19986985169422852,1
baseline,J02-NW-HIGH,47,0.0788,2.9114468085106378,0.22,-0.06189063510038619,2.707600672742622,0.2476834711330217,1
baseline,J02-NW-HIGH,48,0.0788,2.9114468085106378,0.22,-0.03514429193271078,2.8708619595031766,0.12095632117837099,0
baseline,J02-NW-HIGH,49,0.0788,2.9114468085106378,0.22,-0.04155763689650037,2.7835944940165995,0.17559093108925725,1
baseline,J02-NW-HIGH,50,0.0788,2.9114468085106378,0.22,-0.0016268032308694794,2.765781415768764,0.16639374183117991,1
baseline,J02-NW-HIGH,51,0.0788,2.9114468085106378,0.22,-0.04713279154822592,2.8594482664521603,0.13624579392897299,1
baseline,J02-NW-HIGH,52,0.0788,2.9114468085106378,0.22,-0.07664309437799346,2.7931069356291696,0.1953634589768717,1
baseline,J02-NW-HIGH,53,0.0788,2.9114468085106378,0.22,-0.10442194675388496,2.770450405529915,0.23119313879478748,1
baseline,J02-NW-HIGH,54,0.0788,2.9114468085106378,0.22,-0.030579373857596855,2.774132414801196,0.17555366742187858,0
baseline,J02-NW-HIGH,55,0.0788,2.9114468085106378,0.22,-0.04711051872590695,2.7991011521019096,0.16874538583242793,1
baseline,J02-NW-HIGH,56,0.0788,2.9114468085106378,0.22,-0.02516004163856641,2.776877172807279,0.17004904325172535,1
baseline,J02-NW-HIGH,57,0.0788,2.9114468085106378,0.22,-0.09285625322543029,2.7574930051810385,0.2305810981651401,1
baseline,J02-NW-HIGH,58,0.0788,2.9114468085106378,0.22,-0.11015351145625511,2.7794779840401067,0.2304760293908739,0
baseline,J02-NW-HIGH,59,0.0788,2.9114468085106378,0.22,-0.09975035225445485,2.717844532621973,0.2633667965394661,1
baseline,J02-NW-HIGH,60,0.0788,2.9114468085106378,0.22,-0.06228987994150589,2.783594624254961,0.19040098539885783,1
baseline,J02-NE-HIGH,1,0.9062,2.9114468085106378,0.22,0.7606604685569155,2.828062620603955,0.16773395006834355,1
baseline,J02-NE-HIGH,2,0.9062,2.9114468085106378,0.22,0.8093011187745981,2.8532153319833258,0.11304998027989847,1
baseline,J02-NE-HIGH,3,0.9062,2.9114468085106378,0.22,0.8971106715494456,2.872886400136671,0.03961718043537588,1
baseline,J02-NE-HIGH,4,0.9062,2.9114468085106378,0.22,0.7509463287557924,2.792742187853555,0.19543410500766345,1
baseline,J02-NE-HIGH,5,0.9062,2.9114468085106378,0.22,0.8618920642900602,2.711683779902694,0.20461784078006098,1
baseline,J02-NE-HIGH,6,0.9062,2.9114468085106378,0.22,0.8116508855073223,2.768774405339172,0.1711576749026193,1
baseline,J02-NE-HIGH,7,0.9062,2.9114468085106378,0.22,0.7620196381335343,2.852646775711998,0.1557094107787518,1
baseline,J02-NE-HIGH,8,0.9062,2.9114468085106378,0.22,0.7989806053899806,2.7622489460269315,0.18372806195637612,1
baseline,J02-NE-HIGH,9,0.9062,2.9114468085106378,0.22,0.8061390998125089,2.7958089767881753,0.15291923316510453,1
baseline,J02-NE-HIGH,10,0.9062,2.9114468085106378,0.22,0.6879133214741033,2.7754895917314646,0.2571642253817728,1
baseline,J02-NE-HIGH,11,0.9062,2.9114468085106378,0.22,0.8436360530857826,2.739085058828282,0.18336526445062618,1
baseline,J02-NE-HIGH,12,0.9062,2.9114468085106378,0.22,0.733273281612956,2.7622355042800506,0.22840241514113824,1
baseline,J02-NE-HIGH,13,0.9062,2.9114468085106378,0.22,0.7909477794395943,2.818935904963392,0.14778816467915223,1
baseline,J02-NE-HIGH,14,0.9062,2.9114468085106378,0.22,0.8536314146067014,2.778011580358203,0.14341693164457545,1
baseline,J02-NE-HIGH,15,0.9062,2.9114468085106378,0.22,0.6994501459097286,2.839612467459418,0.21887365012858775,1
baseline,J02-NE-HIGH,16,0.9062,2.9114468085106378,0.22,0.8110663093151934,2.774808209185315,0.16649482252880582,1
baseline,J02-NE-HIGH,17,0.9062,2.9114468085106378,0.22,0.8104326213044774,2.725277293909431,0.20935729982272056,1
baseline,J02-NE-HIGH,18,0.9062,2.9114468085106378,0.22,0.8327703907362347,2.8084506964674136,0.1264915278295334,1
baseline,J02-NE-HIGH,19,0.9062,2.9114468085106378,0.22,0.8219991472226161,2.7604964182459573,0.17284618575339758,1
baseline,J02-NE-HIGH,20,0.9062,2.9114468085106378,0.22,0.7590171087444243,2.8419124347812965,0.1627815487341312,0
baseline,J02-NE-HIGH,21,0.9062,2.9114468085106378,0.22,0.8359106267175046,2.736654135712396,0.1883960574438837,1
baseline,J02-NE-HIGH,22,0.9062,2.9114468085106378,0.22,0.7818885869833018,2.6926442979039575,0.25165028522533917,1
baseline,J02-NE-HIGH,23,0.9062,2.9114468085106378,0.22,0.8597496555426847,2.700819748642211,0.21568818430554115,1
baseline,J02-NE-HIGH,24,0.9062,2.9114468085106378,0.22,0.8076655896968746,2.84155369968615,0.12080594635586582,1
baseline,J02-NE-HIGH,25,0.9062,2.9114468085106378,0.22,0.8003664492695656,2.763500006855639,0.18190381134037584,1
baseline,J02-NE-HIGH,26,0.9062,2.9114468085106378,0.22,0.7651431905835651,2.797540283393198,0.18130559822320544,1
baseline,J02-NE-HIGH,27,0.9062,2.9114468085106378,0.22,0.8154410275309766,2.796236043665352,0.14666530407655604,1
baseline,J02-NE-HIGH,28,0.9062,2.9114468085106378,0.22,0.8467575987452326,2.8449673777790294,0.08917911065564336,1
baseline,J02-NE-HIGH,29,0.9062,2.9114468085106378,0.22,0.8613378929386684,2.756748783583475,0.16107168455798634,1
baseline,J02-NE-HIGH,30,0.9062,2.9114468085106378,0.22,0.8044834706241593,2.8044560316336007,0.14762546760304673,1
baseline,J02-NE-HIGH,31,0.9062,2.9114468085106378,0.22,0.8384967613614042,2.806185452461301,0.12515463075531763,1
baseline,J02-NE-HIGH,32,0.9062,2.9114468085106378,0.22,0.8182500401590334,2.752717032748297,0.18146717926278186,0
baseline,J02-NE-HIGH,33,0.9062,2.9114468085106378,0.22,0.8812648261652208,2.8261867669627363,0.08883151230796725,1
baseline,J02-NE-HIGH,34,0.9062,2.9114468085106378,0.22,0.7268767658320183,2.7966125190898565,0.21294068737383315,1
baseline,J02-NE-HIGH,35,0.9062,2.9114468085106378,0.22,0.8130491237612666,2.7488466502745466,0.18739236164381334,1
baseline,J02-NE-HIGH,36,0.9062,2.9114468085106378,0.22,0.8606631065646179,2.7384698991341883,0.1788703995667639,1
baseline,J02-NE-HIGH,37,0.9062,2.9114468085106378,0.22,0.7529455243952854,2.8270911849149587,0.17493657572129379,1
baseline,J02-NE-HIGH,38,0.9062,2.9114468085106378,0.22,0.8112042878397786,2.7538656425717827,0.18400002496596737,1
baseline,J02-NE-HIGH,39,0.9062,2.9114468085106378,0.22,0.7446604175846936,2.8157092551855585,0.18777836883833018,1
baseline,J02-NE-HIGH,40,0.9062,2.9114468085106378,0.22,0.8220486617700702,2.74929200403691,0.18268997876129092,1
baseline,J02-NE-HIGH,41,0.9062,2.9114468085106378,0.22,0.7904131763246477,2.8137862970085146,0.15147331132474612,1
baseline,J02-NE-HIGH,42,0.9062,2.9114468085106378,0.22,0.7996627348876724,2.7736158274209166,0.17420553437181452,1
baseline,J02-NE-HIGH,43,0.9062,2.9114468085106378,0.22,0.7880775563126577,2.7928910943814484,0.16735701077442616,0
baseline,J02-NE-HIGH,44,0.9062,2.9114468085106378,0.22,0.7655025877903573,2.743318345783209,0.21923262024976684,0
baseline,J02-NE-HIGH,45,0.9062,2.9114468085106378,0.22,0.8374487043710759,2.723339706785598,0.20027736359871093,1
baseline,J02-NE-HIGH,46,0.9062,2.9114468085106378,0.22,0.8080774851963369,2.828242843712637,0.12865040874207134,1
baseline,J02-NE-HIGH,47,0.9062,2.9114468085106378,0.22,0.7718557924957667,2.7360755236512597,0.22091503715946906,1
baseline,J02-NE-HIGH,48,0.9062,2.9114468085106378,0.22,0.8185088501842309,2.7779013539754405,0.15976271837642256,0
baseline,J02-NE-HIGH,49,0.9062,2.9114468085106378,0.22,0.7418389168059749,2.713318412900258,0.25742848874174035,1
baseline,J02-NE-HIGH,50,0.9062,2.9114468085106378,0.22,0.8102386054226131,2.7471211715658588,0.1902932058864537,1
baseline,J02-NE-HIGH,51,0.9062,2.9114468085106378,0.22,0.7843059003095842,2.8102001797083305,0.15845835851468743,1
baseline,J02-NE-HIGH,52,0.9062,2.9114468085106378,0.22,0.8290536557885558,2.7580008377849654,0.17174755997432545,1
baseline,J02-NE-HIGH,53,0.9062,2.9114468085106378,0.22,0.764248370064189,2.6866418281259534,0.26587129301071927,1
baseline,J02-NE-HIGH,54,0.9062,2.9114468085106378,0.22,0.7935849923832468,2.786251079832151,0.16839272674275046,0
baseline,J02-NE-HIGH,55,0.9062,2.9114468085106378,0.22,0.7864670704179809,2.8248673540216487,0.147756476561617,1
baseline,J02-NE-HIGH,56,0.9062,2.9114468085106378,0.22,0.7855662237949823,2.7890721485067793,0.17183732240855665,1
baseline,J02-NE-HIGH,57,0.9062,2.9114468085106378,0.22,0.7557960457503818,2.769958236945394,0.20649543660210598,0
baseline,J02-NE-HIGH,58,0.9062,2.9114468085106378,0.22,0.7378950650176568,2.8063570526270203,0.19841977706642322,1
baseline,J02-NE-HIGH,59,0.9062,2.9114468085106378,0.22,0.8415651252359053,2.7501726995897324,0.1737440797379935,1
baseline,J02-NE-HIGH,60,0.9062,2.9114468085106378,0.22,0.7344713306439289,2.819927121131043,0.1945933941758188,1
baseline,J02-SE-HIGH,1,0.9062,2.0285531914893613,0.22,0.7910848755269959,1.9325811058725078,0.1498737238480578,1
baseline,J02-SE-HIGH,2,0.9062,2.0285531914893613,0.22,0.7308669071939039,1.8917622431198202,0.22238133237479615,1
baseline,J02-SE-HIGH,3,0.9062,2.0285531914893613,0.22,0.7958332269431873,1.894793120607319,0.17341447793463785,1
baseline,J02-SE-HIGH,4,0.9062,2.0285531914893613,0.22,0.8019440177167616,1.8781074893173233,0.18303884599690984,1
baseline,J02-SE-HIGH,5,0.9062,2.0285531914893613,0.22,0.8461295072232975,1.8761574407276187,0.1638075973594358,1
baseline,J02-SE-HIGH,6,0.9062,2.0285531914893613,0.22,0.7688845851522945,1.8679431417336045,0.21130809553196042,1
baseline,J02-SE-HIGH,7,0.9062,2.0285531914893613,0.22,0.9473704755526196,1.7957220392874107,0.23644312951091798,1
baseline,J02-SE-HIGH,8,0.9062,2.0285531914893613,0.22,0.8448423123551806,1.9064653874929287,0.13663893192567983,1
baseline,J02-SE-HIGH,9,0.9062,2.0285531914893613,0.22,0.7958234418692771,1.9083618015287485,0.16318380681136518,1
baseline,J02-SE-HIGH,10,0.9062,2.0285531914893613,0.22,0.7180514043546052,1.8751658419754202,0.24275002169772544,1
baseline,J02-SE-HIGH,11,0.9062,2.0285531914893613,0.22,0.7608561709297439,1.9156681232535278,0.1840322452164637,1
baseline,J02-SE-HIGH,12,0.9062,2.0285531914893613,0.22,0.8280547144371199,1.866726409562159,0.1797069642629867,1
baseline,J02-SE-HIGH,13,0.9062,2.0285531914893613,0.22,0.8320589203715514,1.9500924266306277,0.10794902181441689,1
baseline,J02-SE-HIGH,14,0.9062,2.0285531914893613,0.22,0.7276603337574737,1.8442935603848396,0.25656972556552166,1
baseline,J02-SE-HIGH,15,0.9062,2.0285531914893613,0.22,0.7960325759778147,1.8526673298583503,0.20753962907687565,1
baseline,J02-SE-HIGH,16,0.9062,2.0285531914893613,0.22,0.7984529483590045,1.8946508505218755,0.17186990444490324,0
baseline,J02-SE-HIGH,17,0.9062,2.0285531914893613,0.22,0.8342554146927936,1.8642478913645848,0.17936625938040515,0
baseline,J02-SE-HIGH,18,0.9062,2.0285531914893613,0.22,0.7789246862281085,1.8784772184813574,0.1967785637970573,1
baseline,J02-SE-HIGH,19,0.9062,2.0285531914893613,0.22,0.7581182188529028,1.945974794101018,0.1695505990049105,1
baseline,J02-SE-HIGH,20,0.9062,2.0285531914893613,0.22,0.7466065084444319,1.8299285974373565,0.2547975900773414,1
baseline,J02-SE-HIGH,21,0.9062,2.0285531914893613,0.22,0.7192829591341189,1.9133359827171537,0.2195745553640402,1
baseline,J02-SE-HIGH,22,0.9062,2.0285531914893613,0.22,0.7412325159355897,1.8455140239933778,0.2464094308993959,1
baseline,J02-SE-HIGH,23,0.9062,2.0285531914893613,0.22,0.7942381409655247,1.886060792133735,0.18121683628343985,1
baseline,J02-SE-HIGH,24,0.9062,2.0285531914893613,0.22,0.8129201913786124,1.8968906241560897,0.16135722584759254,1
baseline,J02-SE-HIGH,25,0.9062,2.0285531914893613,0.22,0.814543002971447,1.9318421311810752,0.13324426550604396,0
baseline,J02-SE-HIGH,26,0.9062,2.0285531914893613,0.22,0.709698467169285,1.8871227509617938,0.24210622030968634,0
baseline,J02-SE-HIGH,27,0.9062,2.0285531914893613,0.22,0.7871692019803687,1.9241821546439322,0.1583086990957231,1
baseline,J02-SE-HIGH,28,0.9062,2.0285531914893613,0.22,0.7988049637100181,1.8911486568438467,0.1743952406485824,1
baseline,J02-SE-HIGH,29,0.9062,2.0285531914893613,0.22,0.7644548290404268,1.8735205351382818,0.21006384273746528,1
baseline,J02-SE-HIGH,30,0.9062,2.0285531914893613,0.22,0.8389326937123188,1.9385153900710255,0.11239081892863131,1
baseline,J02-SE-HIGH,31,0.9062,2.0285531914893613,0.22,0.8660394753708404,1.8786221077147256,0.15521661515548574,1
baseline,J02-SE-HIGH,32,0.9062,2.0285531914893613,0.22,0.7563259410069791,1.84283553993855,0.2386488626760916,0
baseline,J02-SE-HIGH,33,0.9062,2.0285531914893613,0.22,0.8181912489320561,1.87416199691885,0.17771376205980438,1
baseline,J02-SE-HIGH,34,0.9062,2.0285531914893613,0.22,0.749511755173404,1.9849039773756483,0.16265441881358178,1
baseline,J02-SE-HIGH,35,0.9062,2.0285531914893613,0.22,0.8457710168721707,1.8918234813561856,0.14948804512390187,1
baseline,J02-SE-HIGH,36,0.9062,2.0285531914893613,0.22,0.8375147210597351,1.80625264519876,0.23266972390966942,1
baseline,J02-SE-HIGH,37,0.9062,2.0285531914893613,0.22,0.7486783642170547,1.8937522876765465,0.20732667317180065,1
baseline,J02-SE-HIGH,38,0.9062,2.0285531914893613,0.22,0.7974420469309259,1.9317841071350603,0.14557660540947073,1
baseline,J02-SE-HIGH,39,0.9062,2.0285531914893613,0.22,0.8022068463244099,1.8912944152251796,0.17220495832854407,1
baseline,J02-SE-HIGH,40,0.9062,2.0285531914893613,0.22,0.7454148264690129,1.906983727128304,0.20157134392671985,1
baseline,J02-SE-HIGH,41,0.9062,2.0285531914893613,0.22,0.7047398134567772,1.9620788225826529,0.21214393341214194,1
baseline,J02-SE-HIGH,42,0.9062,2.0285531914893613,0.22,0.7686250170734553,1.9283164230722445,0.17021834704269034,0
baseline,J02-SE-HIGH,43,0.9062,2.0285531914893613,0.22,0.7105432607832294,1.9348625939450945,0.21693198857969553,1
baseline,J02-SE-HIGH,44,0.9062,2.0285531914893613,0.22,0.8263032127100653,1.9553805411066172,0.10834082048465558,1
baseline,J02-SE-HIGH,45,0.9062,2.0285531914893613,0.22,0.7961586270860497,1.9278760943568969,0.1491475163715667,1
baseline,J02-SE-HIGH,46,0.9062,2.0285531914893613,0.22,0.8327921934954289,1.901139454591882,0.14704749710890228,0
baseline,J02-SE-HIGH,47,0.9062,2.0285531914893613,0.22,0.8189194453093134,1.9069581074640438,0.14967718492221171,1
baseline,J02-SE-HIGH,48,0.9062,2.0285531914893613,0.22,0.8094462978264684,1.8992951501862942,0.16145872576540993,1
baseline,J02-SE-HIGH,49,0.9062,2.0285531914893613,0.22,0.7760385182000712,1.8575179748230308,0.21493035310177064,1
baseline,J02-SE-HIGH,50,0.9062,2.0285531914893613,0.22,0.7735422421447185,1.9507390661252941,0.15379570483392987,0
baseline,J02-SE-HIGH,51,0.9062,2.0285531914893613,0.22,0.8512170503203212,1.8588190603941621,0.17841748797166815,1
baseline,J02-SE-HIGH,52,0.9062,2.0285531914893613,0.22,0.7610092708139587,1.89181266566487,0.19944502812638062,1
baseline,J02-SE-HIGH,53,0.9062,2.0285531914893613,0.22,0.783652059601033,1.8213834817157442,0.24070165421889714,1
baseline,J02-SE-HIGH,54,0.9062,2.0285531914893613,0.22,0.7627711340827958,1.9319927829585344,0.17290388102623816,1
baseline,J02-SE-HIGH,55,0.9062,2.0285531914893613,0.22,0.7545091670246065,1.9270606657149636,0.1825125792838278,1
baseline,J02-SE-HIGH,56,0.9062,2.0285531914893613,0.22,0.7492290204504033,1.9294867236739288,0.18561803109123326,1
baseline,J02-SE-HIGH,57,0.9062,2.0285531914893613,0.22,0.7528599647126611,1.9417828864125637,0.17618811612887758,1
baseline,J02-SE-HIGH,58,0.9062,2.0285531914893613,0.22,0.8076666056111274,1.9554563532883495,0.12268650115142257,1
baseline,J02-SE-HIGH,59,0.9062,2.0285531914893613,0.22,0.7072333455641984,1.8790678780933607,0.24886459872484118,1
baseline,J02-SE-HIGH,60,0.9062,2.0285531914893613,0.22,0.7470876869483061,1.8567671425040713,0.2341520334966936,1
baseline,J02-SW-HIGH,1,0.0788,2.0285531914893613,0.22,-0.025859695679555185,1.8899310488768795,0.1736944164969397,1
baseline,J02-SW-HIGH,2,0.0788,2.0285531914893613,0.22,0.005571585792224262,1.9102762087534122,0.13911091004125298,1
baseline,J02-SW-HIGH,3,0.0788,2.0285531914893613,0.22,0.013704690339803295,1.9516224939164777,0.1007756496818918,1
baseline,J02-SW-HIGH,4,0.0788,2.0285531914893613,0.22,-0.03237299637149406,1.9048628379300854,0.166309165970595,1
baseline,J02-SW-HIGH,5,0.0788,2.0285531914893613,0.22,-0.07422886868327765,1.9470181800560948,0.17339490401942823,1
baseline,J02-SW-HIGH,6,0.0788,2.0285531914893613,0.22,0.13149578101635234,1.8837679680601085,0.15407662463976168,1
baseline,J02-SW-HIGH,7,0.0788,2.0285531914893613,0.22,-0.0038362011412850297,1.9073205728147635,0.14671772070804315,1
baseline,J02-SW-HIGH,8,0.0788,2.0285531914893613,0.22,-0.021658814751272834,1.956046113878509,0.12389208919417215,0
baseline,J02-SW-HIGH,9,0.0788,2.0285531914893613,0.22,-0.026049532119569077,1.9217034480196566,0.14970067489906064,0
baseline,J02-SW-HIGH,10,0.0788,2.0285531914893613,0.22,-0.009796695050547123,1.8811998044888762,0.17193718339671138,0
baseline,J02-SW-HIGH,11,0.0788,2.0285531914893613,0.22,-0.024949097158271344,1.8716850071081133,0.1880731305429504,0
baseline,J02-SW-HIGH,12,0.0788,2.0285531914893613,0.22,0.04576249094116154,1.8993640814931787,0.13334655281040678,1
